"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8928","Extract all XPaths from Example.com","chromium","2026-06-25","passed","2026-06-25","","xpathExtractor.spec.ts","",""
